primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000003097,YGL129C,RSM23,Ribosomal Small subunit of Mitochondria,mitochondrial 37S ribosomal protein RSM23|mS29,Mitochondrial ribosomal protein of the small subunit,chrVII,267723,269075,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003097
SGD:S000007275,Q0140,VAR1,?,mitochondrial 37S ribosomal protein VAR1|uS3m|VARI,Mitochondrial ribosomal protein of the small subunit,chrmt,48901,50097,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007275
SGD:S000001486,YKL003C,MRP17,Mitochondrial Ribosomal Protein,bS6m|mitochondrial 37S ribosomal protein YmS16,Mitochondrial ribosomal protein of the small subunit,chrXI,437097,437492,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001486
SGD:S000002755,YDR347W,MRP1,Mitochondrial Ribosomal Protein,mitochondrial 37S ribosomal protein MRP1|mS43,Mitochondrial ribosomal protein of the small subunit,chrIV,1169178,1170143,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002755
SGD:S000000186,YBL090W,MRP21,Mitochondrial Ribosomal Protein,bS21m|mitochondrial 37S ribosomal protein MRP21|MRP50,Mitochondrial ribosomal protein of the small subunit,chrII,48825,49358,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000186
SGD:S000006039,YPL118W,MRP51,Mitochondrial Ribosomal Protein,bS1m|mitochondrial 37S ribosomal protein MRP51,Mitochondrial ribosomal protein of the small subunit,chrXVI,326628,327662,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006039
SGD:S000003397,YGR165W,MRPS35,"Mitochondrial Ribosomal Protein, Small subunit",mitochondrial 37S ribosomal protein MRPS35|mS45,Mitochondrial ribosomal protein of the small subunit,chrVII,829116,830153,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003397
SGD:S000005684,YOR158W,PET123,PETite colonies,mitochondrial 37S ribosomal protein PET123|mS26,Mitochondrial ribosomal protein of the small subunit,chrXV,632164,633120,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005684
SGD:S000005239,YNL295W,MRX6,Mitochondrial oRganization of gene eXpression (MIOREX),?,Mitochondrial ribosome-associated protein,chrXIV,76946,78520,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005239
SGD:S000001080,YHR038W,RRF1,Ribosome Recycling Factor,FIL1|KIM4,Mitochondrial ribosome recycling factor,chrVIII,184066,184758,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001080
SGD:S000001858,YFL036W,RPO41,RNA POlymerase,DNA-directed RNA polymerase,Mitochondrial RNA polymerase,chrVI,58782,62837,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001858
SGD:S000004841,YMR228W,MTF1,Mitochondrial Transcription Factor,RNA polymerase specificity factor,Mitochondrial RNA polymerase specificity factor,chrXIII,724626,725651,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004841
SGD:S000000467,YBR263W,SHM1,Serine HydroxyMethyltransferase,glycine hydroxymethyltransferase SHM1|SHMT1|TMP3,Mitochondrial serine hydroxymethyltransferase,chrII,736264,737736,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000467
SGD:S000003333,YGR101W,PCP1,Processing of Cytochrome c Peroxidase,MDM37|RBD1|rhomboid protease PCP1|UGO2,Mitochondrial serine protease,chrVII,693363,694403,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003333
SGD:S000007333,YNCQ0005W,?,?,tRNA-Ser|tRNA-Ser|tS(UGA)Q2,Mitochondrial serine tRNA (tRNA-Ser),chrmt,48201,48290,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007333
SGD:S000007332,YNCQ0016W,?,?,tRNA-Ser|tRNA-Ser|tS(GCU)Q1,Mitochondrial serine tRNA (tRNA-Ser),chrmt,69203,69288,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007332
SGD:S000003856,YJR095W,SFC1,Succinate-Fumarate Carrier,ACR1,Mitochondrial succinate-fumarate transporter,chrX,609773,610741,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003856
SGD:S000000679,YCR083W,TRX3,ThioRedoXin,?,Mitochondrial thioredoxin,chrIII,259578,259961,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000679
SGD:S000001148,YHR106W,TRR2,ThioRedoxin Reductase,thioredoxin-disulfide reductase TRR2,Mitochondrial thioredoxin reductase,chrVIII,325598,326626,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001148
SGD:S000007335,YNCQ0024C,?,?,tRNA-Thr|tRNA-Thr|tT(UAG)Q2|tT(XXX)Q2,Mitochondrial threonine tRNA (tRNA-Thr),chrmt,78089,78162,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007335
SGD:S000007334,YNCQ0007W,?,?,tRNA-Thr|tRNA-Thr|tT(UGU)Q1,Mitochondrial threonine tRNA (tRNA-Thr),chrmt,63862,63937,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007334
SGD:S000001677,YKL194C,MST1,"Mitochondrial aminoacyl-tRNA Synthetase, Threonine",threonine--tRNA ligase MST1,Mitochondrial threonyl-tRNA synthetase,chrXI,77258,78646,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001677
SGD:S000002602,YDR194C,MSS116,Mitochondrial Splicing System,ATP-dependent RNA helicase,Mitochondrial transcription elongation factor,chrIV,845952,847946,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002602
SGD:S000002605,YDR197W,CBS2,Cytochrome B Synthesis,CBP7,Mitochondrial translational activator of the COB mRNA,chrIV,851228,852397,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002605
SGD:S000002227,YDL069C,CBS1,Cytochrome B Synthesis,?,Mitochondrial translational activator of the COB mRNA,chrIV,333121,333810,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002227
SGD:S000004870,YMR257C,PET111,PETite colonies,?,Mitochondrial translational activator specific for the COX2 mRNA,chrXIII,779629,782031,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004870
SGD:S000005328,YNR045W,PET494,PETite colonies,?,Mitochondrial translational activator specific for the COX3 mRNA,chrXIV,706139,707608,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005328
SGD:S000000955,YER153C,PET122,PETite colonies,?,Mitochondrial translational activator specific for the COX3 mRNA,chrV,474041,474805,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000955
SGD:S000005713,YOR187W,TUF1,?,translation elongation factor Tu|tufM,Mitochondrial translation elongation factor Tu (EF-Tu),chrXV,684030,685343,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005713
SGD:S000005383,YOL023W,IFM1,Initiation Factor of Mitochondria,translation initiation factor 2,Mitochondrial translation initiation factor 2,chrXV,278056,280086,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005383
SGD:S000003667,YJL131C,AIM23,Altered Inheritance rate of Mitochondria,MIF3,"Mitochondrial translation initiation factor 3 (IF3, mIF3)",chrX,164278,165348,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003667
SGD:S000003111,YGL143C,MRF1,Mitochondrial peptide chain Release Factor,?,Mitochondrial translation release factor,chrVII,234717,235958,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003111
SGD:S000006215,YPR011C,MRX21,Mitochondrial oRganization of gene eXpression (MIOREX),?,Mitochondrial transporter,chrXVI,583062,584042,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006215
SGD:S000002846,YDR438W,THI74,THIamine regulon,?,Mitochondrial transporter repressible by thiamine,chrIV,1338274,1339386,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002846
SGD:S000007337,YNCQ0003W,?,?,tRNA-Trp|tRNA-Trp|tW(UCA)Q,"Mitochondrial tRNA, annotated as tryptophanyl tRNA (tRNA-Trp)",chrmt,9374,9447,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007337
SGD:S000003031,YGL063W,PUS2,PseudoUridine Synthase,pseudouridine synthase PUS2,Mitochondrial tRNA:pseudouridine synthase,chrVII,383654,384766,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003031
SGD:S000002194,YDL036C,PUS9,PseudoUridine Synthase,pseudouridine synthase PUS9,Mitochondrial tRNA:pseudouridine synthase,chrIV,387513,388901,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002194
SGD:S000002676,YDR268W,MSW1,"Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)",tryptophan--tRNA ligase MSW1,Mitochondrial tryptophanyl-tRNA synthetase,chrIV,1004004,1005143,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002676
SGD:S000002133,YCR079W,PTC6,Phosphatase Two C,AUP1|PPP2|type 2C protein phosphatase PTC6,Mitochondrial type 2C protein phosphatase (PP2C),chrIII,252845,254173,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002133
SGD:S000005616,YOR090C,PTC5,Phosphatase Two C,PPP1|type 2C protein phosphatase PTC5,Mitochondrial type 2C protein phosphatase (PP2C),chrXV,491123,492841,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005616
SGD:S000007338,YNCQ0020W,?,?,tRNA-Tyr|tRNA-Tyr|tY(GUA)Q,Mitochondrial tyrosine tRNA (tRNA-Tyr),chrmt,70824,70907,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007338
SGD:S000006018,YPL097W,MSY1,"Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)",tyrosine--tRNA ligase MSY1,Mitochondrial tyrosyl-tRNA synthetase,chrXVI,364952,366430,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006018
SGD:S000007336,YNCQ0025W,?,?,tRNA-Val|tRNA-Val|tV(UAC)Q,Mitochondrial valine tRNA (tRNA-Val),chrmt,78533,78608,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000007336
SGD:S000003861,YJR100C,AIM25,Altered Inheritance of Mitochondria,SLM35,Mitochondria protein of unknown function,chrX,616351,617334,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003861
SGD:S000000383,YBR179C,FZO1,FuZzy Onions homolog,mitofusin,"Mitofusin, protein involved in mitochondrial outer membrane fusion",chrII,586547,589114,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000383
SGD:S000004103,YLR113W,HOG1,High Osmolarity Glycerol response,mitogen-activated protein kinase HOG1|SSK3,Mitogen-activated protein kinase involved in osmoregulation,chrXII,371620,372927,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004103
SGD:S000003272,YGR040W,KSS1,Kinase Suppressor of Sst2 mutations,mitogen-activated serine/threonine-protein kinase KSS1,Mitogen-activated protein kinase (MAPK),chrVII,575398,576504,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003272
SGD:S000000112,YBL016W,FUS3,cell FUSion,DAC2|mitogen-activated serine/threonine-protein kinase FUS3,Mitogen-activated serine/threonine protein kinase involved in mating,chrII,192451,193512,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000112
SGD:S000005900,YOR373W,NUD1,?,?,Mitotic exit network (MEN) scaffold protein,chrXV,1036834,1039389,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005900
SGD:S000004659,YMR055C,BUB2,Budding Uninhibited by Benzimidazole,PAC7,Mitotic exit network regulator,chrXIII,386101,387021,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004659
SGD:S000005584,YOR058C,ASE1,Anaphase Spindle Elongation,YOR29-09,Mitotic spindle midzone-localized microtubule bundling protein,chrXV,433688,436345,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005584
SGD:S000000127,YBL031W,SHE1,Sensitivity to High Expression,?,Mitotic spindle protein,chrII,161699,162715,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000127
SGD:S000000362,YBR158W,AMN1,Antagonist of Mitotic exit Network,CST13|ICS4,Modulator of cell separation and mitotic exit,chrII,556549,558198,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000362
SGD:S000005259,YNL315C,ATP11,ATP synthase,?,Molecular chaperone,chrXIV,43324,44280,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005259
SGD:S000004813,YMR200W,ROT1,Reversal Of Tor2 lethality,?,Molecular chaperone involved in protein folding in ER,chrXIII,664752,665522,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004813
SGD:S000001556,YKL073W,LHS1,Lumenal Hsp Seventy,CER1|Hsp70 family chaperone LHS1|SSI1,Molecular chaperone of the endoplasmic reticulum lumen,chrXI,296430,299075,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001556
SGD:S000000267,YBR063C,CNM1,Contact Nucleus Mitochondria 1,?,Molecular tether on nuclear membrane,chrII,366970,368184,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000267
SGD:S000004823,YMR210W,MGL2,MonoacylGlycerol Lipase,putative carboxylic ester hydrolase,Monoacylglycerol and triacylglycerol lipase,chrXIII,687516,688865,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004823
SGD:S000001700,YKL217W,JEN1,?,?,Monocarboxylate/proton symporter of the plasma membrane,chrXI,22234,24084,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001700
SGD:S000001577,YKL094W,YJU3,?,acylglycerol lipase,Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters,chrXI,263349,264290,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001577
SGD:S000004463,YML004C,GLO1,GLyOxalase,lactoylglutathione lyase GLO1,Monomeric glyoxalase I,chrXIII,261705,262685,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004463
SGD:S000000908,YER106W,MAM1,Monopolar microtubule Attachment during Meiosis I,?,Monopolin,chrV,372326,373234,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000908
SGD:S000002636,YDR228C,PCF11,Protein 1 of Cleavage and polyadenylation Factor I,?,mRNA 3' end processing factor,chrIV,921926,923806,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002636
SGD:S000001057,YHR015W,MIP6,Mex67-Interacting Protein,?,mRNA-binding protein,chrVIII,134554,136533,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001057
SGD:S000004126,YLR136C,TIS11,similar to the mammalian TPA Induced Sequence gene family,CTH2,mRNA-binding protein expressed during iron starvation,chrXII,415801,416658,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004126
SGD:S000002558,YDR151C,CTH1,Cysteine-Three-Histidine,putative mRNA-binding protein CTH1,"mRNA binding protein, member of the CCCH zinc finger family",chrIV,764178,765155,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002558
SGD:S000003146,YGL178W,MPT5,Multicopy suppressor of Pop Two,HTR1|PUF5|UTH4,mRNA-binding protein of the PUF family,chrVII,167352,170571,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003146
SGD:S000005154,YNL210W,MER1,MEiotic Recombination,?,mRNA-binding protein required for meiosis-specific mRNA splicing,chrXIV,250931,251743,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005154
SGD:S000002566,YDR159W,SAC3,Suppressor of ACtin,LEP1,mRNA export factor,chrIV,771877,775782,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002566
SGD:S000003160,YGL192W,IME4,Inducer of MEiosis,mRNA (N6-adenosine)-methyltransferase|SPO8,mRNA N6-adenosine methyltransferase,chrVII,142246,144048,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003160
SGD:S000000356,YBR152W,SPP381,Suppressor of PrP38-1,U4/U6-U5 snRNP complex subunit SPP381,"mRNA splicing factor, component of U4/U6.U5 tri-snRNP",chrII,546376,547251,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000356
SGD:S000001669,YKL186C,MTR2,Mrna TRansport,?,mRNA transport regulator,chrXI,92744,93298,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001669
SGD:S000006180,YPL259C,APM1,clathrin Adaptor Protein complex Medium chain,YAP54,Mu1-like medium subunit of the AP-1 complex,chrXVI,51244,52671,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006180
SGD:S000000492,YBR288C,APM3,clathrin Adaptor Protein complex Medium chain,YKS6,Mu3-like subunit of the clathrin associated protein complex (AP-3),chrII,778012,779463,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000492
SGD:S000003246,YGR014W,MSB2,Multicopy Suppression of a Budding defect,?,Mucin family member involved in various signaling pathways,chrVII,516943,520863,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003246
SGD:S000002828,YDR420W,HKR1,Hansenula mrakii Killer toxin Resistant,?,Mucin family member that functions as an osmosensor in the HOG pathway,chrIV,1306267,1311675,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002828
SGD:S000001853,YFL041W,FET5,FErrous Transport,ferroxidase FET5,Multicopper oxidase,chrVI,49139,51007,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001853
SGD:S000005881,YOR354C,MSC6,Meiotic Sister-Chromatid recombination,?,Multicopy suppressor of HER2 involved in mitochondrial translation,chrXV,1001147,1003225,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005881
SGD:S000004584,YML116W,ATR1,AminoTriazole Resistance,borate transporter|SNQ1,Multidrug efflux pump of the major facilitator superfamily,chrXIII,38196,39824,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004584
SGD:S000000247,YBR043C,QDR3,QuiniDine Resistance,AQR2,Multidrug transporter of the major facilitator superfamily,chrII,321876,323945,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000247
SGD:S000001382,YIL120W,QDR1,QuiniDine Resistance,multidrug transporter,Multidrug transporter of the major facilitator superfamily,chrIX,134417,136108,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001382
SGD:S000000535,YCL030C,HIS4,HIStidine requiring,trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase,Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase,chrIII,65934,68333,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000535
SGD:S000005200,YNL256W,FOL1,FOLic acid synthesis,trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1,Multifunctional enzyme of the folic acid biosynthesis pathway,chrXIV,164623,167097,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005200
SGD:S000001797,YKR089C,TGL4,TriacylGlycerol Lipase,STC1|triacylglycerol lipase,Multifunctional lipase/hydrolase/phospholipase,chrXI,605633,608365,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001797
SGD:S000000278,YBR074W,PFF1,Protease in FXNA-related Family,YBR075W,Multi-spanning vacuolar membrane protease,chrII,386286,389216,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000278
SGD:S000000052,YAL056W,GPB2,?,KRH1,Multistep regulator of cAMP-PKA signaling,chrI,39259,41901,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000052
SGD:S000005898,YOR371C,GPB1,?,KRH2,Multistep regulator of cAMP-PKA signaling,chrXV,1031489,1034182,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005898
SGD:S000005413,YOL052C-A,DDR2,DNA Damage Responsive,DDRA2|YOL053C-A,Multi-stress response protein,chrXV,231570,231755,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005413
SGD:S000005434,YOL073C,DSC2,Defective for SREBP Cleavage,?,Multi-transmembrane subunit of the DSC ubiquitin ligase complex,chrXV,193832,194800,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005434
SGD:S000003109,YGL141W,HUL5,Hect Ubiquitin Ligase,ubiquitin-ubiquitin ligase HUL5,Multiubiquitin chain assembly factor (E4),chrVII,238353,241085,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003109
SGD:S000004171,YLR181C,VTA1,VpsTwenty Associated,?,Multivesicular body (MVB) protein,chrXII,516678,517670,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004171
SGD:S000001807,YKR099W,BAS1,BASal,?,Myb-related transcription factor,chrXI,635851,638286,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001807
SGD:S000004706,YMR100W,MUB1,MUlti Budding,?,MYND domain-containing protein,chrXIII,466300,468162,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004706
SGD:S000005463,YOL103W,ITR2,myo-Inositol TRansporter,HRB612|myo-inositol transporter ITR2,Myo-inositol transporter,chrXV,124001,125830,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005463
SGD:S000002905,YDR497C,ITR1,myo-Inositol TRansporter,myo-inositol transporter ITR1,Myo-inositol transporter,chrIV,1443713,1445467,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002905
SGD:S000001411,YIL149C,MLP2,Myosin-Like Protein,?,Myosin-like protein associated with the nuclear envelope,chrIX,63028,68067,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001411
SGD:S000001803,YKR095W,MLP1,Myosin-Like Protein,MPL1,Myosin-like protein associated with the nuclear envelope,chrXI,619805,625432,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001803
SGD:S000004682,YMR077C,VPS20,Vacuolar Protein Sorting,CHM6|ESCRT-III subunit protein VPS20|VPL10|VPT20,Myristoylated subunit of the ESCRT-III complex,chrXIII,421484,422149,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004682
SGD:S000002782,YDR374C,PHO92,PHOsphate metabolism,mRNA-binding phosphate metabolism regulator,N6-Methyladenosine (m6A) reader,chrIV,1223474,1224394,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002782
SGD:S000005847,YOR320C,GNT1,GlcNAc Transferase,glucose N-acetyltransferase,N-acetylglucosaminyltransferase,chrXV,913619,915094,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005847
SGD:S000003444,YGR212W,SLI1,Sphingosine-Like Immunosuppressant resistant gene,N-acetyltransferase,N-acetyltransferase,chrVII,917040,918446,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003444
SGD:S000001788,YKR080W,MTD1,Methylene Tetrahydrafolate Dehydrogenase,methylenetetrahydrofolate dehydrogenase (NAD(+)),"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase",chrXI,590395,591357,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001788
SGD:S000004644,YMR041C,ARA2,ARAbinose,D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2,NAD-dependent arabinose dehydrogenase,chrXIII,350966,351973,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004644
SGD:S000005915,YOR388C,FDH1,Formate DeHydrogenase,formate dehydrogenase (NAD+),NAD(+)-dependent formate dehydrogenase,chrXV,1071793,1072923,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005915
SGD:S000006197,YPL276W,?,?,FDH2,NAD(+)-dependent formate dehydrogenase,chrXVI,17948,18385,1,S. cerevisiae,pseudogene,https://www.yeastgenome.org/locus/S000006197
SGD:S000006196,YPL275W,FDH2,Formate DeHydrogenase,?,NAD(+)-dependent formate dehydrogenase,chrXVI,18369,19079,1,S. cerevisiae,pseudogene,https://www.yeastgenome.org/locus/S000006196
SGD:S000002374,YDL215C,GDH2,Glutamate DeHydrogenase,GDHB|GDH-B|glutamate dehydrogenase (NAD(+)),NAD(+)-dependent glutamate dehydrogenase,chrIV,70640,73918,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002374
SGD:S000002330,YDL171C,GLT1,GLuTamate synthase,glutamate synthase (NADH),NAD(+)-dependent glutamate synthase (GOGAT),chrIV,149203,155640,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002330
SGD:S000005420,YOL059W,GPD2,Glycerol-3-Phosphate Dehydrogenase,glycerol-3-phosphate dehydrogenase (NAD(+)) GPD2|GPD3,NAD-dependent glycerol 3-phosphate dehydrogenase,chrXV,217126,218448,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005420
SGD:S000002180,YDL022W,GPD1,Glycerol-3-Phosphate Dehydrogenase,DAR1|glycerol-3-phosphate dehydrogenase (NAD(+)) GPD1|HOR1|OSG1|OSR5,NAD-dependent glycerol-3-phosphate dehydrogenase,chrIV,411825,413000,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002180
SGD:S000005429,YOL068C,HST1,Homolog of SIR Two (SIR2),histone deacetylase HST1,NAD(+)-dependent histone deacetylase,chrXV,200368,201879,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005429
SGD:S000002599,YDR191W,HST4,Homolog of SIR Two (SIR2),NAD-dependent histone deacetylase HST4,NAD(+)-dependent protein deacetylase,chrIV,842337,843449,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002599
SGD:S000000056,YAL060W,BDH1,Butanediol DeHydrogenase,"BDH|(R,R)-butanediol dehydrogenase","NAD-dependent (R,R)-butanediol dehydrogenase",chrI,35155,36303,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000056
SGD:S000001554,YKL071W,OSI1,Oxidative Stress Induced,?,NADH-dependent aldehyde reductase,chrXI,305114,305884,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001554
SGD:S000005078,YNL134C,?,?,?,NADH-dependent aldehyde reductase,chrXIV,372451,373581,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005078
SGD:S000001590,YKL107W,?,?,putative short-chain dehydrogenase/reductase,NADH-dependent aldehyde reductase,chrXI,236141,237070,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001590
SGD:S000003979,YLL056C,?,?,?,NADH-dependent aldehyde reductase,chrXII,27409,28305,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003979
SGD:S000003035,YGL067W,NPY1,NADH PYrophosphatase,NAD(+) diphosphatase,NADH diphosphatase (pyrophosphatase),chrVII,376101,377255,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003035
SGD:S000004589,YML120C,NDI1,NADH Dehydrogenase Internal,NADH-ubiquinone reductase (H(+)-translocating) NDI1,NADH:ubiquinone oxidoreductase,chrXIII,28266,29807,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004589
SGD:S000005144,YNL200C,NNR1,Nicotinamide Nucleotide Repair,NADHX epimerase,NADHX epimerase,chrXIV,263713,264453,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005144
SGD:S000001084,YHR042W,NCP1,NADP-Cytochrome P450 reductase,CPR1|NADPH--hemoprotein reductase,NADP-cytochrome P450 reductase,chrVIII,190543,192618,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001084
